,AT_transversion,AT_transition,GC_transversion,CpG_transversion,GC_transition,CpG_transition,feature
DO217896,9.68,12.9,16.13,6.45,32.26,22.58,Stomach-AdenoCA
DO47863,7.69,23.08,15.38,0.0,23.08,30.77,Stomach-AdenoCA
DO38847,2.63,10.53,5.26,0.0,21.05,60.53,Stomach-AdenoCA
DO222299,6.25,18.75,12.5,12.5,12.5,37.5,Stomach-AdenoCA
DO47785,1.49,14.93,5.97,4.48,32.84,40.3,Stomach-AdenoCA
DO224498,3.45,6.9,3.45,0.0,34.48,51.72,Stomach-AdenoCA
DO222292,3.85,26.92,19.23,0.0,15.38,34.62,Stomach-AdenoCA
DO38380,1.96,22.17,5.87,2.83,21.3,45.87,Stomach-AdenoCA
DO217822,3.23,12.9,9.68,0.0,16.13,58.06,Stomach-AdenoCA
DO218230,0.0,0.0,16.67,0.0,33.33,50.0,Stomach-AdenoCA
DO217814,18.18,18.18,3.03,6.06,9.09,45.45,Stomach-AdenoCA
DO47753,8.61,7.95,21.19,7.28,37.75,17.22,Stomach-AdenoCA
DO38603,7.41,7.41,5.56,1.85,22.22,55.56,Stomach-AdenoCA
DO38238,0.0,9.09,9.09,0.0,54.55,27.27,Stomach-AdenoCA
DO47841,4.0,12.0,12.0,4.0,24.0,44.0,Stomach-AdenoCA
DO217817,,,,,,,Stomach-AdenoCA
DO47997,4.0,12.0,12.0,0.0,20.0,52.0,Stomach-AdenoCA
DO218443,3.85,19.23,7.69,0.0,19.23,50.0,Stomach-AdenoCA
DO218030,7.89,10.53,13.16,0.0,23.68,44.74,Stomach-AdenoCA
DO218774,0.0,22.22,11.11,0.0,33.33,33.33,Stomach-AdenoCA
DO38871,0.0,6.67,13.33,0.0,46.67,33.33,Stomach-AdenoCA
DO218487,,,,,,,Stomach-AdenoCA
DO38655,5.26,10.53,15.79,5.26,15.79,47.37,Stomach-AdenoCA
DO47747,3.33,10.0,6.67,0.0,20.0,60.0,Stomach-AdenoCA
DO38404,4.77,25.06,7.25,2.42,30.43,30.07,Stomach-AdenoCA
DO47817,8.51,4.26,10.64,0.0,40.43,36.17,Stomach-AdenoCA
DO217818,11.11,11.11,0.0,0.0,0.0,77.78,Stomach-AdenoCA
DO38779,6.45,12.9,19.35,3.23,35.48,22.58,Stomach-AdenoCA
DO222288,0.0,0.0,0.0,0.0,33.33,66.67,Stomach-AdenoCA
DO38635,14.29,19.64,8.93,3.57,25.0,28.57,Stomach-AdenoCA
DO38731,3.23,19.35,6.45,3.23,22.58,45.16,Stomach-AdenoCA
DO47737,2.86,0.0,2.86,0.0,20.0,74.29,Stomach-AdenoCA
DO218089,0.0,0.0,0.0,0.0,50.0,50.0,Stomach-AdenoCA
DO38775,0.0,8.33,0.0,0.0,33.33,58.33,Stomach-AdenoCA
DO222285,0.0,21.74,8.7,0.0,30.43,39.13,Stomach-AdenoCA
DO47911,12.73,5.45,12.73,0.0,27.27,41.82,Stomach-AdenoCA
DO218068,5.66,15.09,13.21,7.55,7.55,50.94,Stomach-AdenoCA
DO38807,10.71,10.71,10.71,7.14,21.43,39.29,Stomach-AdenoCA
DO26461,11.27,14.08,26.76,5.63,26.76,15.49,Lung-SCC
DO26957,12.5,9.38,14.06,14.06,29.69,20.31,Lung-SCC
DO26463,8.62,9.48,28.45,12.07,29.31,12.07,Lung-SCC
DO26469,3.8,5.7,32.28,4.11,45.57,8.54,Lung-SCC
DO26572,4.76,28.57,4.76,9.52,38.1,14.29,Lung-SCC
DO27128,9.01,12.61,36.04,11.71,26.13,4.5,Lung-SCC
DO27067,10.71,6.25,30.36,15.18,32.14,5.36,Lung-SCC
DO26427,3.51,15.79,26.32,7.02,31.58,15.79,Lung-SCC
DO26434,8.89,15.56,8.89,2.22,40.0,24.44,Lung-SCC
DO26540,6.74,11.24,33.71,15.73,25.84,6.74,Lung-SCC
DO26459,6.82,22.73,20.45,9.09,22.73,18.18,Lung-SCC
DO26553,16.39,19.67,32.79,11.48,16.39,3.28,Lung-SCC
DO27747,10.38,14.15,27.36,8.49,32.08,7.55,Lung-SCC
DO26692,2.63,10.53,21.05,10.53,44.74,10.53,Lung-SCC
DO27120,6.92,9.23,25.38,13.85,31.54,13.08,Lung-SCC
DO26563,5.08,11.86,22.03,8.47,40.68,11.86,Lung-SCC
DO26599,11.63,13.95,29.07,8.14,30.23,6.98,Lung-SCC
DO26719,8.64,11.11,27.16,3.7,35.8,13.58,Lung-SCC
DO26934,12.99,11.69,16.88,9.09,28.57,20.78,Lung-SCC
DO27025,7.58,7.58,25.76,16.67,25.76,16.67,Lung-SCC
DO26993,6.1,12.2,21.95,19.51,28.05,12.2,Lung-SCC
DO26475,2.6,6.49,19.48,5.19,51.95,14.29,Lung-SCC
DO26476,6.94,12.5,16.67,16.67,37.5,9.72,Lung-SCC
DO27326,3.2,13.6,24.0,8.8,34.4,16.0,Lung-SCC
DO27334,10.47,16.28,36.05,4.65,22.09,10.47,Lung-SCC
DO26512,8.97,12.82,24.36,8.97,32.05,12.82,Lung-SCC
DO26976,2.0,8.0,16.0,8.0,44.0,22.0,Lung-SCC
DO26653,0.0,0.0,41.18,0.0,52.94,5.88,Lung-SCC
DO26971,11.22,11.22,27.55,13.27,31.63,5.1,Lung-SCC
DO27279,11.21,12.93,26.72,10.34,31.9,6.9,Lung-SCC
DO26798,10.0,11.43,18.57,15.71,41.43,2.86,Lung-SCC
DO26445,3.3,8.79,23.08,8.79,43.96,12.09,Lung-SCC
DO27484,11.76,13.73,20.59,10.78,35.29,7.84,Lung-SCC
DO27208,8.11,20.27,20.27,8.11,28.38,14.86,Lung-SCC
DO27636,5.45,10.91,16.36,20.0,27.27,20.0,Lung-SCC
DO26492,5.0,20.0,30.0,10.0,25.0,10.0,Lung-SCC
DO27318,10.4,18.4,24.0,12.8,20.8,13.6,Lung-SCC
DO26806,4.21,14.74,23.16,17.89,29.47,10.53,Lung-SCC
DO26710,10.78,12.75,22.55,13.73,25.49,14.71,Lung-SCC
DO27104,6.67,11.67,23.33,10.0,33.33,15.0,Lung-SCC
DO26987,10.26,15.38,25.64,10.26,28.21,10.26,Lung-SCC
DO26894,10.14,7.25,21.74,7.25,34.78,18.84,Lung-SCC
DO27081,7.53,11.83,24.73,9.68,38.71,7.53,Lung-SCC
DO27453,10.53,15.79,19.3,12.28,22.81,19.3,Lung-SCC
DO26596,20.0,17.5,30.0,10.0,15.0,7.5,Lung-SCC
DO27588,1.92,26.92,23.08,9.62,32.69,5.77,Lung-SCC
DO26769,9.94,9.36,36.26,13.45,26.9,4.09,Lung-SCC
DO536,7.5,5.0,25.0,5.0,35.0,22.5,Bladder-TCC
DO496,1.05,5.26,18.95,3.16,56.84,14.74,Bladder-TCC
DO804,4.4,3.3,15.38,2.2,60.44,14.29,Bladder-TCC
DO639,8.87,18.55,20.16,4.84,36.29,11.29,Bladder-TCC
DO477,0.0,5.0,25.0,0.0,51.0,19.0,Bladder-TCC
DO561,1.32,3.95,10.53,3.95,38.16,42.11,Bladder-TCC
DO555,2.38,14.29,28.57,9.52,35.71,9.52,Bladder-TCC
DO822,0.0,5.0,20.0,2.5,37.5,35.0,Bladder-TCC
DO548,0.0,14.29,23.81,9.52,47.62,4.76,Bladder-TCC
DO695,0.0,6.67,20.0,3.33,46.67,23.33,Bladder-TCC
DO483,6.67,20.0,11.67,13.33,28.33,20.0,Bladder-TCC
DO522,7.64,4.86,20.14,5.56,52.08,9.72,Bladder-TCC
DO689,7.69,3.85,11.54,0.0,42.31,34.62,Bladder-TCC
DO498,5.88,5.88,29.41,2.94,44.12,11.76,Bladder-TCC
DO828,1.85,1.85,22.22,5.56,55.56,12.96,Bladder-TCC
DO44097,6.01,4.37,16.39,3.83,53.55,15.85,Bladder-TCC
DO479,0.0,0.0,0.0,0.0,28.57,71.43,Bladder-TCC
DO856,0.73,2.92,27.01,2.92,51.09,15.33,Bladder-TCC
DO575,2.94,8.82,17.65,0.0,29.41,41.18,Bladder-TCC
DO472,0.99,2.97,17.82,8.91,46.53,22.77,Bladder-TCC
DO675,0.0,0.0,29.63,0.0,40.74,29.63,Bladder-TCC
DO669,11.11,11.11,3.7,3.7,33.33,37.04,Bladder-TCC
DO720,5.56,8.33,13.89,5.56,44.44,22.22,Bladder-TCC
DO49532,0.0,33.33,33.33,0.0,0.0,33.33,Myeloid-AML
DO49531,0.0,0.0,33.33,0.0,33.33,33.33,Myeloid-AML
DO49536,16.67,16.67,16.67,0.0,33.33,16.67,Myeloid-AML
DO49528,0.0,0.0,25.0,0.0,25.0,50.0,Myeloid-AML
DO221548,10.0,0.0,10.0,0.0,20.0,60.0,Myeloid-AML
DO49529,0.0,0.0,33.33,0.0,0.0,66.67,Myeloid-AML
DO49537,0.0,20.0,0.0,0.0,40.0,40.0,Myeloid-AML
DO52732,25.0,0.0,0.0,0.0,50.0,25.0,Myeloid-AML
DO52751,0.0,0.0,0.0,14.29,42.86,42.86,Myeloid-AML
DO52739,0.0,33.33,0.0,0.0,33.33,33.33,Myeloid-AML
DO52740,20.0,20.0,20.0,0.0,20.0,20.0,Myeloid-AML
DO52761,,,,,,,Myeloid-AML
DO49533,5.88,23.53,17.65,0.0,47.06,5.88,Myeloid-AML
DO218440,2.5,12.5,15.0,2.5,25.0,42.5,Biliary-AdenoCA
DO45281,0.0,0.0,50.0,0.0,0.0,50.0,Biliary-AdenoCA
DO45283,14.29,50.0,7.14,0.0,21.43,7.14,Biliary-AdenoCA
DO45285,0.0,25.0,0.0,25.0,25.0,25.0,Biliary-AdenoCA
DO218351,9.09,9.09,9.09,0.0,36.36,36.36,Biliary-AdenoCA
DO218417,0.0,0.0,25.0,0.0,25.0,50.0,Biliary-AdenoCA
DO218550,2.94,2.94,8.82,8.82,23.53,52.94,Biliary-AdenoCA
DO218139,0.0,0.0,33.33,0.0,33.33,33.33,Biliary-AdenoCA
DO45287,0.0,4.55,13.64,0.0,18.18,63.64,Biliary-AdenoCA
DO45289,0.0,0.0,0.0,0.0,0.0,100.0,Biliary-AdenoCA
DO45291,5.88,0.0,17.65,11.76,58.82,5.88,Biliary-AdenoCA
DO45293,8.33,25.0,25.0,4.17,20.83,16.67,Biliary-AdenoCA
DO45295,0.0,100.0,0.0,0.0,0.0,0.0,Biliary-AdenoCA
DO45297,9.09,9.09,0.0,0.0,18.18,63.64,Biliary-AdenoCA
DO45299,3.3,23.63,6.23,2.41,26.56,37.87,Biliary-AdenoCA
DO45301,0.0,11.76,47.06,5.88,29.41,5.88,Biliary-AdenoCA
DO45303,0.0,0.0,33.33,0.0,33.33,33.33,Biliary-AdenoCA
DO218491,11.54,23.08,23.08,11.54,11.54,19.23,Biliary-AdenoCA
DO45305,9.09,9.09,18.18,0.0,27.27,36.36,Biliary-AdenoCA
DO45307,14.29,14.29,0.0,14.29,14.29,42.86,Biliary-AdenoCA
DO45309,37.5,37.5,12.5,0.0,12.5,0.0,Biliary-AdenoCA
DO45195,0.0,42.86,14.29,0.0,42.86,0.0,Biliary-AdenoCA
DO217850,5.26,0.0,5.26,0.0,52.63,36.84,Biliary-AdenoCA
DO217864,3.57,3.57,7.14,3.57,28.57,53.57,Biliary-AdenoCA
DO218535,2.86,2.86,2.86,5.71,25.71,60.0,Biliary-AdenoCA
DO45231,14.29,21.43,21.43,7.14,28.57,7.14,Biliary-AdenoCA
DO45243,18.18,18.18,0.0,18.18,9.09,36.36,Biliary-AdenoCA
DO45249,0.0,50.0,0.0,0.0,33.33,16.67,Biliary-AdenoCA
DO45251,0.0,28.57,0.0,0.0,42.86,28.57,Biliary-AdenoCA
DO218411,0.0,4.35,13.04,0.0,36.96,45.65,Biliary-AdenoCA
DO218227,7.14,4.76,4.76,0.0,59.52,23.81,Biliary-AdenoCA
DO218695,6.25,9.38,9.38,3.12,25.0,46.88,Biliary-AdenoCA
DO45259,5.71,28.57,17.14,2.86,37.14,8.57,Biliary-AdenoCA
DO1537,0.0,30.77,7.69,7.69,23.08,30.77,Breast-LobularCA
DO2647,5.88,11.76,5.88,0.0,35.29,41.18,Breast-LobularCA
DO1281,7.69,7.69,0.0,0.0,30.77,53.85,Breast-LobularCA
DO4018,0.0,2.04,30.61,2.04,51.02,14.29,Breast-LobularCA
DO6144,0.0,0.0,13.89,0.69,72.22,13.19,Breast-LobularCA
DO1014,34.78,8.7,21.74,8.7,13.04,13.04,Breast-LobularCA
DO220820,0.0,28.57,14.29,0.0,14.29,42.86,Breast-LobularCA
DO3500,0.0,0.0,14.29,0.0,14.29,71.43,Breast-LobularCA
DO218062,28.57,0.0,14.29,14.29,28.57,14.29,Breast-LobularCA
DO218167,0.0,0.0,18.18,9.09,27.27,45.45,Breast-LobularCA
DO218269,3.57,21.43,21.43,14.29,14.29,25.0,Breast-LobularCA
DO218377,11.11,11.11,0.0,11.11,33.33,33.33,Breast-LobularCA
DO218488,0.0,0.0,0.0,0.0,50.0,50.0,Breast-LobularCA
DO49954,0.0,0.0,7.69,7.69,15.38,69.23,Cervix-AdenoCA
DO49014,7.14,0.0,0.0,0.0,50.0,42.86,Cervix-AdenoCA
DO52610,5.26,10.53,10.53,0.0,63.16,10.53,Bone-Osteosarc
DO52584,0.0,0.0,0.0,0.0,0.0,100.0,Bone-Osteosarc
DO52611,16.67,16.67,0.0,0.0,50.0,16.67,Bone-Osteosarc
DO52595,0.0,16.67,0.0,16.67,33.33,33.33,Bone-Osteosarc
DO52605,15.79,15.79,21.05,0.0,31.58,15.79,Bone-Osteosarc
DO52617,8.33,8.33,0.0,8.33,66.67,8.33,Bone-Osteosarc
DO52600,0.0,14.29,0.0,0.0,42.86,42.86,Bone-Osteosarc
DO52641,12.5,25.0,12.5,0.0,25.0,25.0,Bone-Osteosarc
DO52618,14.29,14.29,14.29,21.43,28.57,7.14,Bone-Osteosarc
DO52642,17.39,13.04,17.39,4.35,39.13,8.7,Bone-Osteosarc
DO52574,0.0,14.29,0.0,0.0,28.57,57.14,Bone-Osteosarc
DO52601,0.0,0.0,0.0,0.0,80.0,20.0,Bone-Osteosarc
DO52591,0.0,0.0,0.0,0.0,100.0,0.0,Bone-Osteosarc
DO52596,11.11,11.11,33.33,0.0,22.22,22.22,Bone-Osteosarc
DO52639,25.0,0.0,8.33,0.0,58.33,8.33,Bone-Osteosarc
DO52619,0.0,50.0,50.0,0.0,0.0,0.0,Bone-Osteosarc
DO52643,10.0,50.0,0.0,10.0,20.0,10.0,Bone-Osteosarc
DO52602,0.0,33.33,0.0,0.0,66.67,0.0,Bone-Osteosarc
DO52597,0.0,15.38,30.77,15.38,30.77,7.69,Bone-Osteosarc
DO52613,11.76,20.59,14.71,2.94,32.35,17.65,Bone-Osteosarc
DO52576,0.0,0.0,0.0,0.0,50.0,50.0,Bone-Osteosarc
DO52620,0.0,0.0,66.67,0.0,33.33,0.0,Bone-Osteosarc
DO52645,26.32,10.53,15.79,5.26,21.05,21.05,Bone-Osteosarc
DO52603,18.18,9.09,27.27,9.09,9.09,27.27,Bone-Osteosarc
DO52593,0.0,6.67,0.0,6.67,53.33,33.33,Bone-Osteosarc
DO52598,0.0,0.0,20.0,0.0,40.0,40.0,Bone-Osteosarc
DO52615,11.11,0.0,22.22,11.11,55.56,0.0,Bone-Osteosarc
DO52582,0.0,22.22,11.11,5.56,44.44,16.67,Bone-Osteosarc
DO52640,8.33,0.0,16.67,8.33,25.0,41.67,Bone-Osteosarc
DO52646,11.11,11.11,0.0,0.0,11.11,66.67,Bone-Osteosarc
DO52599,25.0,12.5,0.0,12.5,37.5,12.5,Bone-Osteosarc
DO52594,20.0,0.0,40.0,0.0,40.0,0.0,Bone-Osteosarc
DO52616,0.0,16.67,0.0,16.67,0.0,66.67,Bone-Osteosarc
DO52583,0.0,0.0,0.0,0.0,0.0,100.0,Bone-Osteosarc
DO52636,0.0,0.0,0.0,0.0,33.33,66.67,Bone-Osteosarc
DO1000,0.0,0.0,50.0,0.0,0.0,50.0,Breast-DCIS
DO218478,20.0,10.0,0.0,10.0,0.0,60.0,Breast-DCIS
DO220825,0.0,25.0,25.0,0.0,25.0,25.0,Breast-DCIS
DO52743,0.0,0.0,0.0,20.0,40.0,40.0,Myeloid-MPN
DO52760,0.0,25.0,25.0,0.0,25.0,25.0,Myeloid-MPN
DO52727,33.33,0.0,33.33,0.0,0.0,33.33,Myeloid-MPN
DO52756,12.5,0.0,0.0,0.0,37.5,50.0,Myeloid-MPN
DO52749,0.0,0.0,0.0,0.0,0.0,100.0,Myeloid-MPN
DO52762,0.0,0.0,0.0,100.0,0.0,0.0,Myeloid-MPN
DO52738,0.0,22.22,11.11,0.0,44.44,22.22,Myeloid-MPN
DO52757,0.0,0.0,0.0,0.0,0.0,100.0,Myeloid-MPN
DO52744,50.0,0.0,0.0,0.0,0.0,50.0,Myeloid-MPN
DO52752,0.0,0.0,50.0,0.0,50.0,0.0,Myeloid-MPN
DO52733,33.33,16.67,0.0,0.0,33.33,16.67,Myeloid-MPN
DO52736,75.0,0.0,0.0,0.0,0.0,25.0,Myeloid-MPN
DO52750,50.0,0.0,25.0,0.0,0.0,25.0,Myeloid-MPN
DO52763,0.0,75.0,0.0,0.0,25.0,0.0,Myeloid-MPN
DO52758,0.0,20.0,0.0,0.0,40.0,40.0,Myeloid-MPN
DO52753,,,,,,,Myeloid-MPN
DO52742,33.33,33.33,33.33,0.0,0.0,0.0,Myeloid-MPN
DO52731,,,,,,,Myeloid-MPN
DO52745,0.0,20.0,40.0,0.0,20.0,20.0,Myeloid-MPN
DO52754,0.0,0.0,50.0,0.0,50.0,0.0,Myeloid-MPN
DO52726,,,,,,,Myeloid-MPN
DO52737,,,,,,,Myeloid-MPN
DO52735,0.0,0.0,0.0,0.0,100.0,0.0,Myeloid-MPN
DO52729,0.0,0.0,0.0,0.0,100.0,0.0,Myeloid-MDS
DO52747,0.0,0.0,0.0,0.0,50.0,50.0,Myeloid-MDS
DO52621,0.0,0.0,16.67,50.0,16.67,16.67,Bone-Cart
DO52622,50.0,0.0,50.0,0.0,0.0,0.0,Bone-Cart
DO52623,0.0,20.0,40.0,20.0,0.0,20.0,Bone-Cart
DO52625,0.0,100.0,0.0,0.0,0.0,0.0,Bone-Cart
DO52626,33.33,0.0,0.0,0.0,66.67,0.0,Bone-Cart
DO52629,0.0,0.0,0.0,0.0,100.0,0.0,Bone-Cart
DO52631,33.33,0.0,33.33,33.33,0.0,0.0,Bone-Cart
DO52632,0.0,0.0,50.0,0.0,0.0,50.0,Bone-Cart
DO52633,50.0,0.0,0.0,0.0,25.0,25.0,Bone-Cart
DO52627,,,,,,,Bone-Osteoblast
DO52630,0.0,0.0,0.0,0.0,0.0,100.0,Bone-Osteoblast
DO52587,0.0,0.0,0.0,0.0,100.0,0.0,Bone-Osteoblast
DO52588,100.0,0.0,0.0,0.0,0.0,0.0,Bone-Osteoblast
DO52589,50.0,0.0,0.0,0.0,50.0,0.0,Bone-Osteoblast
DO52564,11.11,11.11,44.44,0.0,33.33,0.0,Bone-Epith
DO52565,0.0,0.0,25.0,0.0,0.0,75.0,Bone-Epith
DO52585,0.0,0.0,33.33,0.0,33.33,33.33,Bone-Epith
DO52590,0.0,22.22,11.11,0.0,44.44,22.22,Bone-Epith
DO52604,0.0,28.57,14.29,0.0,28.57,28.57,Bone-Epith
DO52568,0.0,0.0,0.0,0.0,50.0,50.0,Bone-Epith
DO52572,0.0,0.0,0.0,0.0,75.0,25.0,Bone-Epith
DO52575,0.0,0.0,50.0,0.0,0.0,50.0,Bone-Epith
DO52577,0.0,0.0,33.33,0.0,33.33,33.33,Bone-Epith
DO52580,0.0,66.67,0.0,0.0,33.33,0.0,Bone-Epith
DO52569,0.0,0.0,0.0,0.0,100.0,0.0,Bone-Benign
